Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
1	7	0	28	7	8	13	6	2	0.0512821	161000	379000	97000	278000
1	8	0	28	6	3	19	14	3	0.0769231	161000	379000	97000	278000
1	9	0	33	8	5	20	7	3	0.0769231	161000	379000	97000	278000
1	10	0	33	6	4	23	7	2	0.0512821	161000	187000	97000	148000
1	11	0	28	4	5	19	10	3	0.0769231	161000	308000	97000	306000
1	12	0	30	7	2	21	14	3	0.0769231	161000	308000	97000	306000
1	13	0	40	13	5	22	17	4	0.102564	161000	379000	97000	306000
1	14	0	32	10	4	18	23	4	0.102564	161000	379000	97000	306000
1	15	0	44	20	5	19	36	5	0.128205	161000	379000	97000	306000
1	16	0	63	35	11	17	24	4	0.102564	166000	379000	126000	306000
1	17	0	61	22	19	20	15	3	0.0769231	166000	379000	126000	306000
1	18	0	57	14	11	32	27	5	0.128205	161000	379000	97000	333000
1	19	0	69	25	8	36	20	6	0.153846	161000	365000	97000	333000
1	20	0	63	20	15	28	20	6	0.153846	161000	379000	97000	333000
1	21	0	55	17	10	28	16	6	0.153846	161000	334000	97000	333000
1	22	0	50	14	9	27	31	5	0.128205	161000	379000	97000	333000
1	23	0	62	29	8	25	22	2	0.0512821	161000	308000	97000	306000
1	24	0	65	22	16	27	13	4	0.102564	161000	334000	97000	333000
1	25	0	52	13	11	28	18	5	0.128205	161000	334000	97000	333000
1	26	0	53	18	4	31	24	5	0.128205	161000	334000	97000	333000
1	27	0	58	23	8	27	10	3	0.0769231	166000	334000	126000	333000
1	28	0	47	10	9	28	10	4	0.102564	166000	346000	126000	333000
1	29	0	45	10	6	29	19	5	0.128205	166000	379000	126000	333000
1	30	0	51	17	6	28	32	6	0.153846	166000	379000	126000	333000
1	31	0	63	29	9	25	21	4	0.102564	166000	379000	135000	333000
1	32	0	62	21	13	28	18	4	0.102564	166000	379000	135000	333000
1	33	0	61	17	13	31	19	4	0.102564	166000	379000	135000	333000
1	34	0	62	18	10	34	24	4	0.102564	166000	379000	135000	333000
1	35	0	61	22	5	34	43	4	0.102564	166000	379000	135000	333000
1	36	0	84	39	17	28	15	2	0.0512821	166000	379000	135000	278000
1	37	0	69	14	22	33	32	5	0.128205	166000	379000	135000	306000
1	38	0	72	29	5	38	27	5	0.128205	166000	379000	135000	331000
1	39	0	69	27	11	31	28	5	0.128205	166000	379000	135000	331000
1	40	0	68	23	14	31	32	5	0.128205	166000	379000	135000	333000
1	41	0	85	27	16	42	30	5	0.128205	166000	379000	135000	333000
1	42	0	75	28	12	35	28	6	0.153846	166000	379000	135000	333000
1	43	0	74	26	13	35	34	7	0.179487	166000	379000	135000	333000
1	44	0	76	31	9	36	31	6	0.153846	166000	379000	135000	333000
1	45	0	91	27	24	40	22	5	0.128205	166000	334000	135000	333000
1	46	0	80	20	15	45	41	7	0.179487	166000	379000	135000	333000
1	47	0	89	33	13	43	33	7	0.179487	166000	379000	135000	331000
1	48	0	86	31	15	40	50	6	0.153846	166000	379000	135000	278000
1	49	0	94	41	15	38	31	5	0.128205	166000	379000	135000	311000
1	50	0	88	27	23	38	41	3	0.0769231	166000	379000	135000	278000
1	51	0	100	35	18	47	34	4	0.102564	166000	379000	135000	322000
1	52	0	98	31	19	48	41	5	0.128205	166000	379000	135000	322000
1	53	0	99	29	16	54	41	7	0.179487	166000	379000	135000	322000
1	54	0	99	30	18	51	30	6	0.153846	166000	379000	135000	322000
1	55	0	97	28	14	55	41	5	0.128205	166000	379000	135000	322000
1	56	0	103	34	13	56	49	7	0.179487	166000	379000	135000	322000
1	57	0	109	35	20	54	55	6	0.153846	166000	379000	126000	322000
1	58	0	112	42	16	54	21	6	0.153846	166000	379000	126000	322000
1	59	0	96	16	22	58	59	7	0.179487	166000	379000	126000	322000
1	60	0	118	48	10	60	63	7	0.179487	166000	379000	126000	331000
1	61	0	124	51	22	51	46	6	0.153846	166000	379000	126000	322000
1	62	0	123	39	24	60	64	8	0.205128	166000	379000	126000	322000
1	63	0	131	54	20	57	57	9	0.230769	166000	379000	126000	331000
1	64	0	133	46	26	61	64	7	0.179487	166000	379000	126000	322000
1	65	0	150	50	29	71	76	9	0.230769	166000	379000	135000	333000
1	66	0	151	52	26	73	70	11	0.282051	166000	379000	126000	333000
1	67	0	146	54	27	65	75	9	0.230769	166000	379000	126000	331000
1	68	0	153	54	27	72	62	10	0.25641	161000	379000	97000	331000
1	69	0	141	42	29	70	52	11	0.282051	166000	379000	126000	331000
1	70	0	137	44	25	68	66	11	0.282051	166000	379000	58000	331000
1	71	0	144	51	24	69	71	13	0.333333	166000	379000	58000	333000
1	72	0	154	55	30	69	60	13	0.333333	161000	365000	58000	333000
1	73	0	151	51	26	74	65	14	0.358974	161000	365000	58000	356000
1	74	0	153	53	26	74	63	12	0.307692	161000	379000	48000	356000
1	75	0	157	53	23	81	66	12	0.307692	161000	379000	58000	356000
1	76	0	166	49	33	84	90	14	0.358974	161000	379000	97000	356000
1	77	0	178	64	32	82	61	15	0.384615	161000	379000	48000	333000
1	78	0	161	44	28	89	57	15	0.384615	161000	335000	48000	356000
1	79	0	167	49	26	92	68	15	0.384615	161000	379000	48000	356000
1	80	0	174	53	28	93	90	15	0.384615	161000	379000	97000	356000
1	81	0	178	56	32	90	77	15	0.384615	161000	379000	48000	356000
1	82	0	173	53	29	91	85	14	0.358974	161000	379000	48000	356000
1	83	0	173	62	26	85	67	12	0.307692	166000	379000	126000	383000
1	84	0	160	46	32	82	78	13	0.333333	166000	379000	126000	383000
1	85	0	174	56	25	93	107	16	0.410256	161000	379000	48000	356000
1	86	0	193	68	35	90	81	15	0.384615	161000	379000	97000	395000
1	87	0	176	51	31	94	96	15	0.384615	161000	379000	97000	395000
1	88	0	179	60	24	95	64	13	0.333333	161000	334000	97000	356000
1	89	0	168	43	32	93	67	13	0.333333	161000	334000	97000	424000
1	90	0	173	48	23	102	73	15	0.384615	161000	334000	97000	424000
1	91	0	181	55	25	101	73	16	0.410256	161000	379000	97000	424000
1	92	0	165	42	27	96	100	16	0.410256	161000	379000	97000	424000
1	93	0	176	68	20	88	66	13	0.333333	161000	379000	97000	383000
1	94	0	161	50	31	80	52	12	0.307692	161000	379000	97000	356000
1	95	0	152	41	27	84	65	11	0.282051	161000	379000	97000	333000
1	96	0	156	49	22	85	62	10	0.25641	166000	379000	135000	333000
1	97	0	140	45	23	72	73	8	0.205128	166000	379000	135000	333000
1	98	0	148	57	23	68	49	9	0.230769	166000	379000	135000	333000
1	99	0	140	41	27	72	64	9	0.230769	166000	379000	135000	333000
1	100	0	154	52	22	80	0	13	0.333333	166000	379000	110000	333000
2	0	0	32	0	0	32	12	2	0.0512821	161000	379000	97000	278000
2	1	0	34	4	0	30	8	2	0.0512821	161000	379000	97000	278000
2	2	0	32	8	2	22	10	2	0.0512821	161000	379000	97000	278000
2	3	0	31	8	3	20	15	2	0.0512821	161000	379000	97000	278000
2	4	0	36	10	7	19	11	2	0.0512821	161000	379000	97000	278000
2	5	0	33	10	5	18	10	3	0.0769231	161000	379000	97000	278000
2	6	0	37	10	5	22	10	3	0.0769231	161000	379000	97000	278000
2	7	0	41	10	9	22	15	4	0.102564	161000	379000	97000	278000
2	8	0	40	11	4	25	37	4	0.102564	161000	379000	97000	278000
2	9	0	66	36	5	25	26	5	0.128205	161000	379000	97000	296000
2	10	0	68	22	20	26	25	6	0.153846	161000	379000	97000	296000
2	11	0	70	24	15	31	25	4	0.102564	161000	379000	97000	278000
2	12	0	69	23	16	30	28	4	0.102564	161000	379000	97000	278000
2	13	0	65	24	13	28	34	4	0.102564	161000	379000	97000	278000
2	14	0	78	30	12	36	34	4	0.102564	161000	379000	97000	278000
2	15	0	83	30	17	36	33	6	0.153846	161000	379000	97000	278000
2	16	0	77	28	9	40	54	6	0.153846	161000	379000	97000	278000
2	17	0	92	40	16	36	38	7	0.179487	161000	379000	97000	278000
2	18	0	82	28	18	36	33	5	0.128205	161000	379000	97000	278000
2	19	0	91	29	20	42	47	6	0.153846	161000	379000	97000	278000
2	20	0	103	39	20	44	47	6	0.153846	161000	379000	97000	278000
2	21	0	110	38	20	52	56	8	0.205128	161000	379000	97000	306000
2	22	0	113	41	19	53	42	9	0.230769	161000	379000	97000	306000
2	23	0	111	33	25	53	55	9	0.230769	166000	379000	110000	306000
2	24	0	102	30	15	57	44	10	0.25641	166000	379000	110000	306000
2	25	0	100	30	18	52	44	10	0.25641	166000	379000	110000	306000
2	26	0	106	33	18	55	37	8	0.205128	166000	379000	126000	306000
2	27	0	99	28	16	55	53	10	0.25641	166000	379000	110000	306000
2	28	0	112	43	14	55	56	8	0.205128	166000	379000	110000	306000
2	29	0	114	46	20	48	42	9	0.230769	161000	379000	97000	322000
2	30	0	103	27	25	51	45	9	0.230769	161000	379000	97000	322000
2	31	0	102	41	10	51	46	6	0.153846	166000	379000	135000	278000
2	32	0	99	33	22	44	25	6	0.153846	166000	379000	135000	278000
2	33	0	84	18	19	47	20	5	0.128205	194000	379000	163000	322000
2	34	0	75	18	11	46	13	3	0.0769231	234000	379000	163000	278000
2	35	0	66	11	10	45	39	5	0.128205	166000	379000	135000	278000
2	36	0	78	33	7	38	42	4	0.102564	166000	379000	135000	278000
2	37	0	79	27	17	35	39	4	0.102564	166000	379000	135000	278000
2	38	0	85	32	13	40	51	5	0.128205	166000	379000	135000	278000
2	39	0	102	46	18	38	32	5	0.128205	166000	379000	135000	278000
2	40	0	91	20	30	41	56	7	0.179487	166000	379000	66000	311000
2	41	0	111	43	11	57	58	8	0.205128	166000	379000	66000	322000
2	42	0	121	52	19	50	40	8	0.205128	166000	379000	66000	322000
2	43	0	115	32	29	54	52	9	0.230769	166000	379000	66000	333000
2	44	0	122	46	17	59	45	7	0.179487	166000	334000	126000	333000
2	45	0	115	38	21	56	48	9	0.230769	166000	334000	126000	333000
2	46	0	114	41	23	50	36	7	0.179487	166000	379000	135000	333000
2	47	0	104	31	20	53	57	9	0.230769	161000	379000	97000	333000
2	48	0	113	50	12	51	46	10	0.25641	161000	379000	97000	333000
2	49	0	112	40	20	52	61	8	0.205128	161000	379000	97000	333000
2	50	0	123	50	20	53	62	8	0.205128	166000	379000	126000	333000
2	51	0	132	51	28	53	56	8	0.205128	154000	379000	135000	333000
2	52	0	133	44	27	62	66	10	0.25641	154000	379000	97000	333000
2	53	0	152	55	26	71	50	10	0.25641	154000	334000	97000	336000
2	54	0	143	37	33	73	53	11	0.282051	154000	334000	97000	336000
2	55	0	137	40	16	81	59	10	0.25641	161000	365000	97000	336000
2	56	0	154	50	24	80	55	12	0.307692	154000	379000	97000	336000
2	57	0	142	46	25	71	68	12	0.307692	154000	379000	97000	336000
2	58	0	153	56	25	72	49	11	0.282051	154000	379000	97000	356000
2	59	0	131	35	27	69	59	10	0.25641	154000	379000	97000	356000
2	60	0	146	54	19	73	67	10	0.25641	154000	379000	97000	356000
2	61	0	155	56	27	72	37	11	0.282051	154000	379000	135000	356000
2	62	0	137	28	30	79	61	13	0.333333	154000	379000	97000	356000
2	63	0	142	47	17	78	52	13	0.333333	154000	379000	97000	356000
2	64	0	132	40	20	72	45	8	0.205128	154000	379000	135000	356000
2	65	0	137	40	24	73	69	9	0.230769	166000	379000	135000	356000
2	66	0	143	51	20	72	36	7	0.179487	166000	334000	135000	356000
2	67	0	135	33	30	72	56	9	0.230769	166000	379000	126000	356000
2	68	0	140	46	20	74	55	10	0.25641	166000	379000	126000	356000
2	69	0	139	41	28	70	59	12	0.307692	166000	379000	126000	356000
2	70	0	147	46	25	76	53	13	0.333333	166000	379000	126000	356000
2	71	0	133	43	21	69	55	12	0.307692	166000	379000	126000	356000
2	72	0	140	51	21	68	63	10	0.25641	166000	379000	135000	356000
2	73	0	151	53	27	71	48	10	0.25641	166000	379000	126000	356000
2	74	0	132	36	22	74	77	12	0.307692	166000	379000	48000	356000
2	75	0	152	66	19	67	55	10	0.25641	166000	379000	48000	333000
2	76	0	142	47	33	62	47	9	0.230769	161000	379000	48000	333000
2	77	0	138	43	22	73	58	9	0.230769	161000	379000	48000	333000
2	78	0	126	46	15	65	62	9	0.230769	161000	379000	48000	333000
2	79	0	143	52	27	64	41	9	0.230769	161000	379000	48000	322000
2	80	0	134	33	29	72	74	12	0.307692	161000	335000	48000	333000
2	81	0	157	59	18	80	58	10	0.25641	161000	379000	48000	331000
2	82	0	155	46	31	78	57	14	0.358974	161000	365000	48000	331000
2	83	0	152	46	23	83	69	12	0.307692	166000	365000	48000	331000
2	84	0	144	51	20	73	66	11	0.282051	166000	346000	48000	331000
2	85	0	149	55	28	66	53	8	0.205128	166000	314000	126000	331000
2	86	0	138	45	28	65	43	8	0.205128	161000	364000	55000	331000
2	87	0	130	36	25	69	31	7	0.179487	161000	314000	97000	331000
2	88	0	127	28	23	76	66	9	0.230769	161000	379000	97000	331000
2	89	0	145	55	18	72	39	9	0.230769	161000	379000	97000	331000
2	90	0	124	29	25	70	67	10	0.25641	161000	379000	97000	331000
2	91	0	143	56	18	69	54	10	0.25641	166000	379000	135000	331000
2	92	0	135	43	25	67	55	10	0.25641	166000	379000	135000	333000
2	93	0	131	43	21	67	67	9	0.230769	161000	379000	97000	333000
2	94	0	143	51	27	65	43	7	0.179487	161000	379000	97000	331000
2	95	0	135	34	29	72	69	8	0.205128	161000	379000	97000	331000
2	96	0	145	52	16	77	92	9	0.230769	161000	379000	97000	331000
2	97	0	154	62	24	68	54	9	0.230769	161000	379000	97000	333000
2	98	0	149	41	34	74	76	8	0.205128	166000	379000	135000	333000
2	99	0	145	52	18	75	75	7	0.179487	166000	379000	135000	331000
2	100	0	153	58	25	70	0	5	0.128205	166000	379000	135000	331000
3	0	0	32	0	0	32	13	2	0.0512821	161000	379000	97000	278000
3	1	0	34	7	0	27	13	2	0.0512821	161000	379000	97000	278000
3	2	0	33	7	3	23	11	2	0.0512821	161000	379000	97000	278000
3	3	0	34	9	2	23	3	2	0.0512821	161000	379000	97000	278000
3	4	0	29	2	4	23	25	2	0.0512821	161000	379000	97000	278000
3	5	0	40	22	0	18	21	2	0.0512821	161000	379000	97000	278000
3	6	0	47	20	9	18	10	2	0.0512821	161000	379000	97000	278000
3	7	0	42	8	13	21	20	3	0.0769231	161000	379000	97000	278000
3	8	0	49	18	4	27	21	3	0.0769231	161000	379000	97000	278000
3	9	0	58	20	12	26	26	4	0.102564	161000	379000	97000	278000
3	10	0	65	24	13	28	15	4	0.102564	161000	308000	97000	306000
3	11	0	57	15	11	31	19	4	0.102564	161000	308000	97000	306000
3	12	0	63	18	11	34	36	5	0.128205	161000	379000	97000	306000
3	13	0	75	31	10	34	23	5	0.128205	161000	379000	97000	306000
3	14	0	67	20	14	33	20	4	0.102564	161000	379000	97000	278000
3	15	0	58	16	8	34	31	4	0.102564	161000	308000	97000	306000
3	16	0	59	21	9	29	19	3	0.0769231	161000	227000	97000	198000
3	17	0	61	15	13	33	26	4	0.102564	161000	228000	97000	213000
3	18	0	70	25	7	38	28	5	0.128205	161000	228000	97000	225000
3	19	0	76	22	17	37	26	5	0.128205	161000	228000	97000	225000
3	20	0	76	22	12	42	41	5	0.128205	161000	228000	97000	225000
3	21	0	85	35	10	40	36	5	0.128205	161000	303000	97000	235000
3	22	0	93	28	24	41	33	5	0.128205	161000	303000	97000	235000
3	23	0	99	32	15	52	36	7	0.179487	166000	379000	126000	278000
3	24	0	98	33	15	50	40	5	0.128205	166000	379000	126000	278000
3	25	0	96	29	18	49	38	5	0.128205	161000	379000	97000	278000
3	26	0	92	30	15	47	44	5	0.128205	161000	262000	97000	261000
3	27	0	97	37	17	43	20	5	0.128205	161000	334000	97000	333000
3	28	0	84	18	14	52	50	9	0.230769	154000	379000	97000	333000
3	29	0	106	46	9	51	54	9	0.230769	154000	379000	97000	333000
3	30	0	115	44	22	49	29	8	0.205128	154000	334000	97000	333000
3	31	0	101	27	24	50	44	10	0.25641	161000	379000	97000	333000
3	32	0	111	38	19	54	36	12	0.307692	154000	379000	97000	333000
3	33	0	104	31	17	56	52	11	0.282051	154000	334000	97000	333000
3	34	0	118	46	17	55	37	8	0.205128	154000	303000	126000	322000
3	35	0	117	30	30	57	44	8	0.205128	154000	308000	135000	322000
3	36	0	108	32	17	59	50	12	0.307692	161000	314000	97000	331000
3	37	0	113	41	17	55	44	12	0.307692	166000	379000	126000	336000
3	38	0	113	38	22	53	44	10	0.25641	166000	379000	126000	336000
3	39	0	126	39	26	61	46	13	0.333333	161000	379000	97000	336000
3	40	0	123	42	19	62	60	12	0.307692	161000	314000	97000	336000
3	41	0	140	51	25	64	47	11	0.282051	161000	314000	97000	336000
3	42	0	133	39	24	70	65	13	0.333333	161000	334000	97000	336000
3	43	0	143	49	18	76	57	10	0.25641	161000	314000	97000	331000
3	44	0	142	44	29	69	62	9	0.230769	161000	314000	97000	331000
3	45	0	149	46	27	76	39	10	0.25641	161000	334000	97000	334000
3	46	0	129	30	22	77	76	12	0.307692	166000	334000	135000	334000
3	47	0	146	57	16	73	54	10	0.25641	166000	314000	135000	331000
3	48	0	138	43	30	65	42	10	0.25641	166000	314000	135000	331000
3	49	0	123	35	21	67	51	9	0.230769	166000	379000	135000	331000
3	50	0	125	43	18	64	58	10	0.25641	166000	314000	126000	334000
3	51	0	133	47	21	65	53	9	0.230769	154000	308000	135000	334000
3	52	0	126	41	15	70	67	10	0.25641	154000	379000	135000	334000
3	53	0	135	51	24	60	56	8	0.205128	154000	314000	135000	334000
3	54	0	118	43	25	50	35	5	0.128205	166000	314000	135000	331000
3	55	0	111	30	21	60	55	8	0.205128	166000	379000	135000	333000
3	56	0	126	46	18	62	49	11	0.282051	154000	379000	135000	333000
3	57	0	119	37	18	64	44	8	0.205128	154000	379000	135000	331000
3	58	0	124	37	20	67	56	10	0.25641	154000	379000	135000	331000
3	59	0	129	46	17	66	59	9	0.230769	166000	379000	135000	331000
3	60	0	132	40	29	63	43	10	0.25641	166000	379000	135000	331000
3	61	0	121	34	22	65	33	10	0.25641	166000	379000	135000	331000
3	62	0	113	30	16	67	67	12	0.307692	166000	379000	126000	336000
3	63	0	139	59	14	66	52	9	0.230769	166000	379000	126000	336000
3	64	0	138	37	36	65	51	11	0.282051	166000	379000	126000	336000
3	65	0	135	40	23	72	46	12	0.307692	166000	365000	126000	336000
3	66	0	129	35	23	71	42	10	0.25641	166000	365000	126000	383000
3	67	0	128	33	18	77	48	11	0.282051	166000	365000	126000	383000
3	68	0	143	43	24	76	48	11	0.282051	166000	379000	126000	383000
3	69	0	126	36	20	70	48	8	0.205128	166000	308000	126000	336000
3	70	0	126	44	21	61	35	6	0.153846	166000	308000	126000	336000
3	71	0	120	31	27	62	37	5	0.128205	166000	308000	126000	306000
3	72	0	111	31	15	65	47	7	0.179487	166000	314000	126000	331000
3	73	0	113	40	12	61	43	7	0.179487	166000	314000	126000	331000
3	74	0	112	39	16	57	40	9	0.230769	166000	379000	126000	331000
3	75	0	122	37	24	61	56	9	0.230769	161000	379000	97000	331000
3	76	0	127	46	21	60	56	8	0.205128	161000	314000	97000	331000
3	77	0	137	45	26	66	65	13	0.333333	161000	379000	52000	331000
3	78	0	138	51	21	66	59	11	0.282051	161000	379000	97000	331000
3	79	0	141	46	29	66	48	11	0.282051	161000	379000	97000	331000
3	80	0	124	37	21	66	77	13	0.333333	161000	379000	97000	333000
3	81	0	153	62	23	68	51	12	0.307692	161000	379000	97000	333000
3	82	0	134	34	39	61	52	8	0.205128	161000	379000	97000	331000
3	83	0	130	43	15	72	73	12	0.307692	161000	379000	97000	331000
3	84	0	151	55	23	73	49	10	0.25641	161000	379000	97000	331000
3	85	0	133	33	29	71	57	10	0.25641	161000	379000	97000	322000
3	86	0	140	45	17	78	58	12	0.307692	166000	379000	135000	333000
3	87	0	135	41	21	73	48	12	0.307692	161000	379000	97000	336000
3	88	0	135	41	22	72	69	10	0.25641	161000	379000	97000	333000
3	89	0	148	54	25	69	55	11	0.282051	161000	379000	97000	336000
3	90	0	132	30	27	75	68	11	0.282051	166000	379000	126000	333000
3	91	0	147	51	14	82	58	12	0.307692	166000	379000	126000	333000
3	92	0	143	39	32	72	60	12	0.307692	166000	379000	135000	336000
3	93	0	136	48	18	70	51	10	0.25641	166000	379000	126000	336000
3	94	0	132	41	22	69	53	9	0.230769	166000	379000	126000	336000
3	95	0	133	42	23	68	49	9	0.230769	166000	379000	135000	336000
3	96	0	125	36	20	69	72	14	0.358974	161000	379000	97000	333000
3	97	0	147	63	19	65	51	12	0.307692	161000	379000	97000	331000
3	98	0	139	39	32	68	58	13	0.333333	161000	379000	97000	333000
3	99	0	147	48	19	80	69	13	0.333333	161000	379000	97000	336000
3	100	0	149	49	25	75	0	10	0.25641	161000	334000	97000	336000
4	0	0	32	0	0	32	6	2	0.0512821	161000	379000	97000	278000
4	1	0	30	3	0	27	13	2	0.0512821	161000	379000	97000	278000
4	2	0	32	9	2	21	11	2	0.0512821	161000	379000	97000	278000
4	3	0	33	9	7	17	17	2	0.0512821	161000	379000	97000	278000
4	4	0	37	14	4	19	20	3	0.0769231	161000	379000	97000	278000
4	5	0	45	18	10	17	12	3	0.0769231	161000	379000	97000	278000
4	6	0	43	11	13	19	23	4	0.102564	161000	379000	97000	278000
4	7	0	47	18	8	21	12	2	0.0512821	161000	227000	97000	198000
4	8	0	37	12	6	19	32	4	0.102564	161000	379000	97000	278000
4	9	0	61	30	11	20	12	2	0.0512821	166000	227000	126000	198000
4	10	0	49	10	19	20	14	2	0.0512821	166000	227000	126000	198000
4	11	0	39	12	4	23	21	3	0.0769231	166000	308000	126000	306000
4	12	0	49	20	6	23	23	3	0.0769231	166000	379000	135000	306000
4	13	0	57	19	15	23	22	3	0.0769231	166000	379000	135000	306000
4	14	0	54	15	10	29	20	3	0.0769231	166000	379000	135000	306000
4	15	0	57	19	8	30	21	3	0.0769231	166000	379000	135000	306000
4	16	0	64	20	14	30	24	3	0.0769231	166000	379000	135000	306000
4	17	0	57	23	9	25	32	3	0.0769231	166000	379000	135000	306000
4	18	0	69	31	11	27	25	3	0.0769231	166000	379000	135000	306000
4	19	0	72	24	18	30	27	3	0.0769231	166000	379000	135000	306000
4	20	0	66	19	12	35	37	3	0.0769231	166000	379000	135000	306000
4	21	0	75	29	10	36	34	4	0.102564	166000	379000	135000	311000
4	22	0	83	32	15	36	19	4	0.102564	166000	379000	135000	331000
4	23	0	70	17	21	32	20	3	0.0769231	166000	379000	135000	333000
4	24	0	72	20	11	41	42	6	0.153846	166000	379000	135000	311000
4	25	0	90	37	10	43	42	6	0.153846	166000	379000	135000	311000
4	26	0	94	39	19	36	34	5	0.128205	166000	379000	135000	278000
4	27	0	90	31	21	38	22	3	0.0769231	166000	303000	135000	235000
4	28	0	83	21	16	46	37	7	0.179487	166000	308000	135000	306000
4	29	0	88	29	12	47	39	5	0.128205	166000	308000	135000	306000
4	30	0	100	33	17	50	35	5	0.128205	166000	303000	135000	241000
4	31	0	91	28	13	50	39	5	0.128205	166000	308000	135000	306000
4	32	0	95	33	13	49	52	6	0.153846	166000	379000	135000	306000
4	33	0	111	39	24	48	61	7	0.179487	166000	379000	135000	306000
4	34	0	118	41	18	59	45	7	0.179487	166000	379000	126000	306000
4	35	0	104	34	19	51	67	6	0.153846	166000	379000	135000	306000
4	36	0	116	47	19	50	46	7	0.179487	166000	379000	135000	331000
4	37	0	113	37	26	50	68	9	0.230769	166000	379000	126000	333000
4	38	0	123	54	22	47	49	6	0.153846	166000	379000	135000	331000
4	39	0	120	42	24	54	53	7	0.179487	166000	379000	135000	333000
4	40	0	125	43	25	57	56	9	0.230769	166000	379000	126000	331000
4	41	0	131	50	25	56	39	7	0.179487	166000	379000	126000	331000
4	42	0	105	31	22	52	47	8	0.205128	166000	379000	126000	331000
4	43	0	119	44	20	55	65	10	0.25641	166000	379000	126000	336000
4	44	0	136	56	23	57	47	9	0.230769	161000	379000	97000	331000
4	45	0	133	41	30	62	55	9	0.230769	161000	379000	97000	331000
4	46	0	124	44	16	64	61	8	0.205128	161000	379000	97000	331000
4	47	0	126	51	18	57	51	9	0.230769	161000	379000	97000	331000
4	48	0	137	45	30	62	57	8	0.205128	166000	379000	135000	331000
4	49	0	134	41	25	68	58	9	0.230769	166000	379000	126000	331000
4	50	0	141	41	26	74	60	9	0.230769	166000	379000	126000	331000
4	51	0	149	41	25	83	54	9	0.230769	166000	379000	126000	334000
4	52	0	147	39	25	83	45	11	0.282051	161000	379000	97000	331000
4	53	0	137	35	26	76	59	8	0.205128	166000	379000	135000	331000
4	54	0	141	51	18	72	55	10	0.25641	166000	379000	135000	334000
4	55	0	133	42	26	65	65	10	0.25641	161000	379000	97000	331000
4	56	0	141	51	22	68	51	7	0.179487	166000	379000	135000	331000
4	57	0	140	45	29	66	45	7	0.179487	166000	379000	126000	331000
