Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
3	15	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	10	0	0	10	10	1	0.025641	161000	178000	97000	127000
4	1	0	14	8	0	6	3	1	0.025641	161000	178000	97000	127000
4	2	0	10	3	2	5	8	1	0.025641	161000	178000	97000	127000
4	3	0	14	8	2	4	7	1	0.025641	161000	178000	97000	127000
4	4	0	13	4	7	2	0	0	0	464000	1000	450000	1000
4	5	0	10	0	2	8	3	1	0.025641	166000	187000	126000	148000
4	6	0	10	2	0	8	8	1	0.025641	161000	178000	97000	127000
4	7	0	13	8	1	4	4	1	0.025641	161000	178000	97000	127000
4	8	0	14	4	5	5	4	2	0.0512821	161000	187000	97000	148000
4	9	0	15	4	3	8	6	2	0.0512821	161000	187000	97000	148000
4	10	0	18	6	1	11	15	3	0.0769231	161000	227000	97000	198000
4	11	0	26	15	2	9	6	3	0.0769231	161000	227000	97000	198000
4	12	0	20	6	7	7	5	1	0.025641	161000	178000	97000	127000
4	13	0	21	5	4	12	9	2	0.0512821	166000	227000	126000	198000
4	14	0	23	9	4	10	2	1	0.025641	166000	187000	126000	148000
4	15	0	14	2	3	9	1	1	0.025641	166000	187000	126000	148000
4	16	0	13	1	2	10	0	0	0	464000	1000	450000	1000
4	17	0	9	0	1	8	1	1	0.025641	166000	187000	126000	148000
4	18	0	6	1	0	5	2	1	0.025641	166000	187000	126000	148000
4	19	0	8	2	1	5	3	1	0.025641	166000	187000	126000	148000
4	20	0	9	3	2	4	0	1	0.025641	166000	187000	126000	148000
4	21	0	5	0	1	4	5	1	0.025641	166000	187000	126000	148000
4	22	0	8	5	0	3	2	1	0.025641	166000	187000	126000	148000
4	23	0	7	2	3	2	1	1	0.025641	166000	187000	126000	148000
4	24	0	3	1	0	2	0	0	0	464000	1000	450000	1000
4	25	0	2	0	0	2	0	0	0	464000	1000	450000	1000
4	26	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	27	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	28	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	29	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	30	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	31	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	32	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	33	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	34	0	1	0	0	1	0	0	0	464000	1000	450000	1000
4	35	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	10	0	0	10	8	1	0.025641	161000	178000	97000	127000
5	1	0	16	8	0	8	7	1	0.025641	161000	178000	97000	127000
5	2	0	16	7	3	6	7	1	0.025641	161000	178000	97000	127000
5	3	0	18	7	5	6	5	1	0.025641	161000	178000	97000	127000
5	4	0	20	5	5	10	6	3	0.0769231	161000	227000	97000	198000
5	5	0	19	6	2	11	14	3	0.0769231	161000	227000	97000	198000
5	6	0	25	14	1	10	6	2	0.0512821	161000	227000	97000	198000
5	7	0	26	6	11	9	2	2	0.0512821	161000	227000	97000	198000
5	8	0	19	2	2	15	17	3	0.0769231	161000	227000	97000	198000
5	9	0	30	16	2	12	5	3	0.0769231	161000	227000	97000	198000
5	10	0	22	5	10	7	10	2	0.0512821	166000	227000	126000	198000
5	11	0	23	10	3	10	7	2	0.0512821	166000	227000	126000	198000
5	12	0	23	7	6	10	12	2	0.0512821	166000	227000	126000	198000
5	13	0	27	12	3	12	24	3	0.0769231	161000	227000	97000	198000
5	14	0	42	24	6	12	12	3	0.0769231	161000	227000	97000	198000
5	15	0	34	9	10	15	17	1	0.025641	166000	227000	135000	198000
5	16	0	41	15	8	18	18	2	0.0512821	166000	227000	126000	198000
5	17	0	39	14	6	19	26	2	0.0512821	166000	227000	126000	198000
5	18	0	44	22	6	16	15	3	0.0769231	166000	379000	126000	278000
5	19	0	39	13	13	13	13	2	0.0512821	166000	227000	126000	198000
5	20	0	40	13	7	20	32	3	0.0769231	166000	262000	126000	198000
5	21	0	56	28	6	22	31	4	0.102564	166000	379000	126000	278000
5	22	0	61	27	13	21	6	3	0.0769231	166000	379000	126000	278000
5	23	0	49	5	18	26	13	2	0.0512821	234000	379000	163000	278000
5	24	0	49	11	4	34	50	4	0.102564	161000	303000	97000	235000
5	25	0	78	41	5	32	29	4	0.102564	161000	303000	97000	235000
5	26	0	69	21	23	25	25	4	0.102564	161000	303000	97000	235000
5	27	0	71	22	13	36	49	5	0.128205	161000	303000	97000	235000
5	28	0	87	39	12	36	48	5	0.128205	161000	303000	97000	235000
5	29	0	89	33	21	35	35	5	0.128205	161000	303000	97000	235000
5	30	0	81	30	17	34	38	4	0.102564	161000	227000	97000	241000
5	31	0	84	36	13	35	54	6	0.153846	161000	379000	97000	278000
5	32	0	93	44	16	33	11	4	0.102564	161000	379000	97000	278000
5	33	0	64	11	24	29	24	6	0.153846	161000	379000	97000	278000
5	34	0	65	23	6	36	53	8	0.205128	161000	379000	97000	322000
5	35	0	101	49	17	35	29	6	0.153846	161000	303000	97000	322000
5	36	0	101	29	32	40	31	5	0.128205	161000	379000	97000	278000
5	37	0	98	28	18	52	45	8	0.205128	161000	379000	97000	322000
5	38	0	104	43	11	50	33	9	0.230769	161000	379000	97000	322000
5	39	0	103	31	26	46	41	7	0.179487	166000	379000	126000	322000
5	40	0	96	31	17	48	32	6	0.153846	161000	379000	97000	322000
5	41	0	91	31	17	43	33	5	0.128205	161000	379000	97000	322000
5	42	0	94	31	20	43	50	5	0.128205	166000	379000	135000	322000
5	43	0	98	42	15	41	32	6	0.153846	161000	379000	97000	322000
5	44	0	96	31	26	39	33	5	0.128205	161000	379000	97000	322000
5	45	0	94	33	14	47	42	7	0.179487	161000	308000	97000	322000
5	46	0	102	38	19	45	26	7	0.179487	166000	308000	126000	322000
5	47	0	87	26	21	40	16	3	0.0769231	166000	274000	135000	322000
5	48	0	74	15	13	46	37	7	0.179487	166000	308000	135000	322000
5	49	0	82	30	7	45	31	6	0.153846	166000	308000	135000	322000
5	50	0	74	25	16	33	29	4	0.102564	166000	274000	135000	322000
5	51	0	66	24	14	28	48	6	0.153846	166000	308000	135000	336000
5	52	0	83	43	10	30	28	6	0.153846	166000	308000	135000	336000
5	53	0	74	25	22	27	19	4	0.102564	166000	274000	135000	336000
5	54	0	61	18	12	31	35	5	0.128205	166000	314000	135000	331000
5	55	0	69	34	9	26	22	4	0.102564	166000	314000	135000	331000
5	56	0	54	20	15	19	15	3	0.0769231	166000	308000	135000	322000
5	57	0	48	15	10	23	21	2	0.0512821	166000	274000	135000	322000
5	58	0	52	18	7	27	33	3	0.0769231	166000	274000	135000	322000
5	59	0	68	30	11	27	25	3	0.0769231	166000	274000	135000	322000
5	60	0	75	24	23	28	38	4	0.102564	166000	308000	135000	322000
5	61	0	83	35	15	33	31	4	0.102564	166000	274000	135000	322000
5	62	0	87	29	20	38	41	6	0.153846	166000	308000	135000	322000
5	63	0	94	35	14	45	35	4	0.102564	166000	308000	135000	322000
5	64	0	84	24	17	43	42	6	0.153846	166000	314000	126000	331000
5	65	0	97	40	17	40	25	6	0.153846	166000	314000	126000	331000
5	66	0	88	21	26	41	36	6	0.153846	166000	314000	126000	331000
5	67	0	91	32	12	47	50	7	0.179487	166000	314000	126000	331000
5	68	0	100	38	17	45	38	6	0.153846	166000	314000	126000	331000
5	69	0	94	33	20	41	54	8	0.205128	166000	314000	126000	331000
5	70	0	103	44	19	40	31	6	0.153846	166000	303000	135000	322000
5	71	0	93	29	21	43	22	8	0.205128	166000	303000	135000	356000
5	72	0	86	21	16	49	36	7	0.179487	166000	308000	135000	356000
5	73	0	88	30	11	47	35	6	0.153846	166000	308000	126000	336000
5	74	0	89	33	14	42	22	7	0.179487	166000	379000	126000	306000
5	75	0	80	20	18	42	37	8	0.205128	166000	379000	126000	356000
5	76	0	78	33	8	37	51	7	0.179487	166000	308000	135000	356000
5	77	0	93	47	12	34	41	6	0.153846	166000	308000	135000	322000
5	78	0	93	32	23	38	22	5	0.128205	166000	308000	135000	322000
5	79	0	80	21	18	41	46	4	0.102564	166000	308000	135000	322000
5	80	0	89	42	9	38	30	4	0.102564	166000	379000	135000	322000
5	81	0	82	25	24	33	25	3	0.0769231	166000	308000	135000	322000
5	82	0	74	24	13	37	27	3	0.0769231	166000	308000	126000	306000
5	83	0	77	27	12	38	37	6	0.153846	166000	379000	126000	331000
5	84	0	89	33	18	38	30	7	0.179487	166000	308000	126000	322000
5	85	0	85	30	16	39	43	7	0.179487	166000	308000	126000	322000
5	86	0	91	41	14	36	34	8	0.205128	166000	379000	126000	322000
5	87	0	87	30	17	40	29	9	0.230769	161000	379000	97000	333000
5	88	0	81	29	9	43	34	8	0.205128	166000	379000	126000	333000
5	89	0	83	32	13	38	25	8	0.205128	199000	379000	163000	333000
5	90	0	78	24	14	40	30	9	0.230769	166000	379000	135000	322000
5	91	0	81	28	11	42	64	8	0.205128	166000	379000	135000	322000
5	92	0	121	60	21	40	51	9	0.230769	166000	379000	135000	333000
5	93	0	104	33	24	47	41	8	0.205128	166000	379000	135000	333000
5	94	0	103	37	14	52	38	9	0.230769	166000	379000	135000	333000
5	95	0	103	34	23	46	39	6	0.153846	166000	379000	135000	333000
5	96	0	106	36	17	53	42	6	0.153846	166000	379000	135000	331000
5	97	0	104	37	18	49	49	8	0.205128	166000	379000	135000	331000
5	98	0	108	42	17	49	41	6	0.153846	166000	379000	135000	333000
5	99	0	107	35	24	48	41	6	0.153846	166000	379000	135000	333000
5	100	0	109	31	23	55	0	6	0.153846	166000	379000	135000	333000
6	0	0	10	0	0	10	9	1	0.025641	161000	178000	97000	127000
6	1	0	16	9	0	7	4	1	0.025641	161000	178000	97000	127000
6	2	0	11	2	5	4	5	1	0.025641	161000	178000	97000	127000
6	3	0	12	4	2	6	4	2	0.0512821	161000	187000	97000	148000
6	4	0	14	4	3	7	3	2	0.0512821	161000	187000	97000	148000
6	5	0	15	3	3	9	3	2	0.0512821	161000	187000	97000	148000
6	6	0	12	3	1	8	3	1	0.025641	161000	178000	97000	127000
6	7	0	10	3	0	7	8	1	0.025641	161000	178000	97000	127000
6	8	0	14	8	1	5	0	0	0	464000	1000	450000	1000
6	9	0	9	0	7	2	0	0	0	464000	1000	450000	1000
6	10	0	5	0	0	5	0	0	0	464000	1000	450000	1000
6	11	0	3	0	0	3	0	0	0	464000	1000	450000	1000
6	12	0	1	0	0	1	0	0	0	464000	1000	450000	1000
6	13	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	10	0	0	10	4	1	0.025641	161000	178000	97000	127000
7	1	0	12	4	0	8	3	1	0.025641	161000	178000	97000	127000
7	2	0	12	3	3	6	6	1	0.025641	161000	178000	97000	127000
7	3	0	14	6	2	6	5	2	0.0512821	161000	187000	97000	148000
7	4	0	14	5	2	7	7	2	0.0512821	161000	187000	97000	148000
7	5	0	16	7	4	5	2	1	0.025641	161000	178000	97000	127000
7	6	0	10	2	2	6	6	2	0.0512821	161000	187000	97000	148000
7	7	0	13	6	0	7	8	2	0.0512821	166000	227000	126000	198000
7	8	0	17	8	3	6	1	1	0.025641	166000	187000	126000	148000
7	9	0	9	1	4	4	0	0	0	464000	1000	450000	1000
7	10	0	7	0	1	6	18	1	0.025641	166000	227000	135000	198000
7	11	0	24	18	0	6	8	1	0.025641	166000	227000	135000	198000
7	12	0	21	7	9	5	7	1	0.025641	166000	227000	135000	198000
7	13	0	22	7	5	10	12	1	0.025641	166000	227000	135000	198000
7	14	0	24	11	2	11	10	1	0.025641	166000	227000	135000	198000
7	15	0	25	10	5	10	14	1	0.025641	166000	227000	135000	198000
7	16	0	30	13	7	10	7	1	0.025641	166000	227000	135000	198000
7	17	0	23	6	7	10	24	1	0.025641	166000	227000	135000	198000
7	18	0	34	19	3	12	16	1	0.025641	166000	227000	135000	198000
7	19	0	35	15	12	8	8	1	0.025641	166000	227000	135000	198000
7	20	0	33	8	7	18	23	3	0.0769231	166000	228000	126000	213000
7	21	0	41	19	3	19	20	3	0.0769231	166000	379000	126000	278000
7	22	0	43	15	10	18	21	2	0.0512821	166000	379000	135000	278000
7	23	0	50	19	7	24	28	4	0.102564	166000	379000	126000	278000
7	24	0	56	25	10	21	26	1	0.025641	166000	227000	135000	198000
7	25	0	58	24	13	21	32	3	0.0769231	166000	303000	135000	235000
7	26	0	64	29	11	24	31	4	0.102564	166000	379000	135000	278000
7	27	0	77	29	19	29	30	4	0.102564	166000	379000	135000	278000
7	28	0	81	25	19	37	39	5	0.128205	161000	379000	97000	278000
7	29	0	81	32	12	37	31	3	0.0769231	166000	379000	135000	278000
7	30	0	75	27	16	32	18	2	0.0512821	166000	379000	135000	278000
7	31	0	66	15	16	35	53	3	0.0769231	161000	379000	97000	278000
7	32	0	95	48	12	35	45	4	0.102564	161000	379000	97000	278000
7	33	0	88	35	21	32	27	4	0.102564	161000	379000	97000	278000
7	34	0	81	22	18	41	47	3	0.0769231	166000	379000	135000	278000
7	35	0	93	38	12	43	53	5	0.128205	166000	379000	135000	331000
7	36	0	103	40	24	39	32	6	0.153846	166000	379000	135000	278000
7	37	0	87	25	21	41	18	6	0.153846	181000	379000	163000	278000
7	38	0	80	18	14	48	23	8	0.205128	166000	379000	126000	331000
7	39	0	73	20	11	42	59	9	0.230769	166000	379000	126000	322000
7	40	0	96	53	9	34	31	7	0.179487	166000	379000	126000	306000
7	41	0	85	26	29	30	16	4	0.102564	166000	379000	126000	306000
7	42	0	69	14	16	39	30	6	0.153846	166000	379000	126000	278000
7	43	0	73	29	8	36	22	4	0.102564	166000	379000	126000	278000
7	44	0	57	20	9	28	28	3	0.0769231	166000	308000	135000	306000
7	45	0	61	24	9	28	14	3	0.0769231	166000	308000	135000	306000
7	46	0	48	13	10	25	11	1	0.025641	166000	227000	135000	198000
7	47	0	43	9	8	26	21	2	0.0512821	166000	308000	135000	306000
7	48	0	48	19	4	25	16	2	0.0512821	166000	308000	135000	306000
7	49	0	49	16	10	23	13	1	0.025641	166000	227000	135000	198000
7	50	0	44	12	6	26	28	2	0.0512821	166000	308000	135000	306000
7	51	0	58	28	5	25	23	1	0.025641	166000	227000	135000	198000
7	52	0	54	19	14	21	22	1	0.025641	166000	227000	135000	198000
7	53	0	60	19	13	28	21	3	0.0769231	166000	262000	135000	206000
7	54	0	57	20	8	29	15	4	0.102564	166000	308000	126000	306000
7	55	0	50	15	8	27	17	2	0.0512821	166000	227000	135000	225000
7	56	0	49	17	9	23	19	2	0.0512821	166000	262000	135000	198000
7	57	0	42	14	7	21	15	3	0.0769231	166000	308000	135000	306000
7	58	0	41	14	7	20	19	4	0.102564	166000	308000	135000	306000
7	59	0	42	17	5	20	31	4	0.102564	166000	308000	135000	306000
7	60	0	60	30	12	18	15	2	0.0512821	166000	303000	135000	235000
7	61	0	48	12	15	21	17	2	0.0512821	166000	335000	48000	198000
7	62	0	46	16	4	26	22	1	0.025641	166000	227000	135000	198000
7	63	0	51	19	10	22	25	1	0.025641	166000	227000	135000	198000
7	64	0	64	23	13	28	39	4	0.102564	166000	308000	135000	306000
7	65	0	64	27	11	26	34	1	0.025641	166000	227000	135000	198000
7	66	0	70	26	15	29	34	4	0.102564	166000	303000	135000	235000
7	67	0	68	27	15	26	31	3	0.0769231	166000	303000	135000	235000
7	68	0	69	26	14	29	36	4	0.102564	166000	303000	135000	235000
7	69	0	81	30	17	34	25	4	0.102564	166000	262000	135000	261000
7	70	0	59	17	11	31	33	4	0.102564	166000	303000	126000	235000
7	71	0	70	31	12	27	32	4	0.102564	166000	303000	126000	235000
7	72	0	83	29	22	32	24	6	0.153846	166000	303000	126000	277000
7	73	0	77	21	14	42	40	7	0.179487	161000	262000	97000	277000
7	74	0	85	34	13	38	32	5	0.128205	166000	262000	135000	277000
7	75	0	82	25	19	38	29	6	0.153846	166000	262000	110000	277000
7	76	0	76	23	12	41	32	5	0.128205	166000	303000	110000	277000
7	77	0	75	26	11	38	38	5	0.128205	166000	303000	126000	277000
7	78	0	85	30	14	41	40	5	0.128205	166000	303000	126000	277000
7	79	0	75	26	13	36	32	8	0.205128	166000	308000	126000	306000
7	80	0	74	27	12	35	31	5	0.128205	166000	262000	135000	277000
7	81	0	74	29	12	33	18	5	0.128205	166000	303000	135000	277000
7	82	0	62	16	16	30	29	4	0.102564	166000	303000	135000	277000
7	83	0	74	25	12	37	11	4	0.102564	161000	303000	97000	235000
7	84	0	56	11	10	35	29	5	0.128205	166000	335000	48000	235000
7	85	0	58	28	5	25	20	5	0.128205	166000	335000	48000	277000
7	86	0	51	17	14	20	20	5	0.128205	166000	262000	135000	277000
7	87	0	53	16	11	26	20	6	0.153846	166000	303000	135000	277000
7	88	0	49	18	7	24	16	5	0.128205	166000	303000	135000	277000
7	89	0	45	16	11	18	13	3	0.0769231	166000	303000	135000	261000
7	90	0	44	13	13	18	17	3	0.0769231	166000	303000	135000	235000
7	91	0	49	16	6	27	20	4	0.102564	166000	303000	135000	277000
7	92	0	52	18	10	24	17	4	0.102564	166000	303000	135000	277000
7	93	0	50	15	11	24	16	3	0.0769231	166000	262000	135000	277000
7	94	0	49	15	7	27	23	3	0.0769231	166000	262000	135000	277000
7	95	0	56	20	9	27	21	2	0.0512821	166000	229000	135000	277000
7	96	0	59	19	12	28	16	3	0.0769231	166000	229000	135000	277000
7	97	0	53	13	11	29	22	3	0.0769231	166000	229000	135000	277000
7	98	0	52	17	8	27	26	4	0.102564	166000	262000	135000	241000
7	99	0	50	21	6	23	30	4	0.102564	166000	262000	135000	241000
7	100	0	56	24	13	19	0	3	0.0769231	166000	262000	135000	213000
8	0	0	10	0	0	10	9	1	0.025641	161000	178000	97000	127000
8	1	0	13	6	0	7	8	1	0.025641	161000	178000	97000	127000
8	2	0	10	3	1	6	3	1	0.025641	161000	178000	97000	127000
8	3	0	11	2	3	6	2	1	0.025641	161000	178000	97000	127000
8	4	0	11	2	1	8	5	1	0.025641	161000	178000	97000	127000
8	5	0	11	5	1	5	0	0	0	464000	1000	450000	1000
8	6	0	9	0	3	6	0	0	0	464000	1000	450000	1000
8	7	0	4	0	0	4	0	0	0	464000	1000	450000	1000
8	8	0	3	0	0	3	0	0	0	464000	1000	450000	1000
8	9	0	2	0	0	2	0	0	0	464000	1000	450000	1000
8	10	0	2	0	0	2	0	0	0	464000	1000	450000	1000
8	11	0	2	0	0	2	0	0	0	464000	1000	450000	1000
8	12	0	2	0	0	2	0	0	0	464000	1000	450000	1000
8	13	0	2	0	0	2	0	0	0	464000	1000	450000	1000
8	14	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	15	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	16	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	17	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	18	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	19	0	1	0	0	1	0	0	0	464000	1000	450000	1000
8	20	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	10	0	0	10	5	1	0.025641	161000	178000	97000	127000
9	1	0	9	2	0	7	7	1	0.025641	161000	178000	97000	127000
9	2	0	13	7	1	5	5	1	0.025641	161000	178000	97000	127000
9	3	0	13	5	4	4	4	1	0.025641	161000	178000	97000	127000
9	4	0	12	4	3	5	0	0	0	464000	1000	450000	1000
9	5	0	7	0	1	6	0	0	0	464000	1000	450000	1000
9	6	0	3	0	0	3	0	0	0	464000	1000	450000	1000
9	7	0	2	0	0	2	0	0	0	464000	1000	450000	1000
9	8	0	2	0	0	2	0	0	0	464000	1000	450000	1000
9	9	0	2	0	0	2	0	0	0	464000	1000	450000	1000
9	10	0	1	0	0	1	0	0	0	464000	1000	450000	1000
9	11	0	1	0	0	1	0	0	0	464000	1000	450000	1000
9	12	0	1	0	0	1	0	0	0	464000	1000	450000	1000
9	13	0	1	0	0	1	0	0	0	464000	1000	450000	1000
9	14	0	1	0	0	1	0	0	0	464000	1000	450000	1000
9	15	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	10	0	0	10	8	1	0.025641	161000	178000	97000	127000
10	1	0	14	8	0	6	5	1	0.025641	161000	178000	97000	127000
10	2	0	15	5	5	5	7	1	0.025641	161000	178000	97000	127000
10	3	0	18	7	3	8	11	2	0.0512821	161000	187000	97000	148000
10	4	0	26	11	4	11	6	2	0.0512821	161000	187000	97000	148000
10	5	0	25	6	6	13	17	3	0.0769231	161000	227000	97000	198000
10	6	0	31	17	2	12	10	2	0.0512821	166000	227000	126000	198000
10	7	0	26	9	6	11	15	2	0.0512821	166000	227000	126000	198000
10	8	0	34	15	4	15	9	2	0.0512821	166000	227000	126000	198000
10	9	0	31	9	7	15	10	2	0.0512821	166000	227000	126000	198000
10	10	0	29	10	4	15	22	2	0.0512821	166000	227000	126000	198000
10	11	0	39	22	4	13	11	1	0.025641	166000	227000	135000	198000
10	12	0	29	10	10	9	11	2	0.0512821	166000	227000	126000	198000
10	13	0	32	11	8	13	15	1	0.025641	166000	227000	135000	198000
10	14	0	36	15	3	18	26	2	0.0512821	166000	228000	135000	213000
10	15	0	47	24	6	17	22	2	0.0512821	166000	228000	135000	213000
10	16	0	48	19	13	16	17	1	0.025641	166000	227000	135000	198000
10	17	0	50	15	12	23	26	2	0.0512821	166000	227000	135000	206000
10	18	0	53	24	6	23	15	4	0.102564	166000	262000	126000	206000
10	19	0	47	14	11	22	13	3	0.0769231	166000	262000	126000	198000
10	20	0	42	13	3	26	22	3	0.0769231	166000	262000	126000	198000
10	21	0	45	19	7	19	18	2	0.0512821	166000	262000	135000	198000
10	22	0	41	17	11	13	8	2	0.0512821	166000	262000	135000	198000
10	23	0	32	6	9	17	17	3	0.0769231	166000	262000	135000	206000
10	24	0	35	15	3	17	22	2	0.0512821	166000	262000	135000	198000
10	25	0	40	20	6	14	20	2	0.0512821	166000	262000	135000	198000
10	26	0	42	17	10	15	12	2	0.0512821	166000	262000	135000	198000
10	27	0	37	10	8	19	16	3	0.0769231	166000	303000	135000	235000
10	28	0	38	15	4	19	12	3	0.0769231	166000	303000	135000	235000
10	29	0	40	12	10	18	12	2	0.0512821	166000	303000	135000	235000
10	30	0	42	11	10	21	14	2	0.0512821	166000	228000	135000	213000
10	31	0	46	14	8	24	19	2	0.0512821	166000	228000	135000	213000
10	32	0	49	15	10	24	20	3	0.0769231	166000	262000	135000	213000
10	33	0	50	16	8	26	23	3	0.0769231	166000	262000	135000	213000
10	34	0	58	21	9	28	24	4	0.102564	166000	303000	135000	235000
10	35	0	64	22	11	31	40	4	0.102564	166000	303000	135000	241000
10	36	0	68	31	6	31	33	5	0.128205	166000	303000	135000	255000
