Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NInd_stage4	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	40	0	0	20	20	201	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	1	0	215	201	0	7	7	80	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	2	0	156	80	73	3	0	10	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	3	0	95	10	33	52	0	207	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	4	0	260	207	6	36	11	198	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	5	0	314	198	90	13	13	138	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	6	0	284	138	78	62	6	329	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	7	0	468	329	54	77	8	401	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	8	0	617	401	146	54	16	338	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	9	0	638	338	180	109	11	521	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	10	0	832	521	141	149	21	746	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	11	0	1120	746	209	136	29	766	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	12	0	1285	766	319	169	31	903	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	13	0	1523	903	344	246	30	1189	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	14	0	1906	1189	386	280	51	1524	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	15	0	2419	1524	512	321	62	1706	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	16	0	2843	1706	629	442	66	2284	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	17	0	3629	2284	702	549	94	2867	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	18	0	4513	2867	931	596	119	3099	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	19	0	5130	3099	1145	760	126	3663	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
0	20	0	6103	3663	1348	938	154	4545	1	0.00943396	3.8581e+06	4.1261e+06	2.2363e+06	2.4483e+06
