Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NInd_stage4	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
0	63	0	11715	6696	2418	2132	469	6743	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	64	0	11734	6743	2500	2035	456	6452	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	65	0	11591	6452	2547	2147	445	6879	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	66	0	11901	6879	2435	2143	444	6865	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	67	0	12125	6865	2679	2127	454	6757	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	68	0	12123	6757	2623	2296	447	7122	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
0	69	0	12457	7122	2533	2317	485	7252	8	0.0754717	3.6661e+06	3.8221e+06	2.6683e+06	2.8523e+06
0	70	0	12618	7252	2642	2225	499	7175	8	0.0754717	3.6661e+06	3.8221e+06	2.6683e+06	2.8523e+06
0	71	0	12750	7175	2754	2349	472	7402	9	0.0849057	3.6661e+06	3.8501e+06	2.6683e+06	2.8523e+06
0	72	0	12904	7402	2652	2373	477	7281	9	0.0849057	3.6661e+06	3.8501e+06	2.6683e+06	2.8523e+06
0	73	0	12951	7281	2789	2365	516	7493	8	0.0754717	3.6661e+06	3.8221e+06	2.6683e+06	2.8523e+06
0	74	0	13211	7493	2709	2440	569	7928	11	0.103774	3.6661e+06	3.8741e+06	2.6683e+06	2.8523e+06
0	75	0	13542	7928	2721	2392	501	7416	12	0.113208	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
0	76	0	13267	7416	2931	2386	534	7676	9	0.0849057	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
0	77	0	13571	7676	2879	2474	542	7838	11	0.103774	3.6661e+06	3.8741e+06	2.6683e+06	2.8523e+06
0	78	0	13603	7838	2769	2473	523	7840	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
0	79	0	13757	7840	2992	2405	520	7760	12	0.113208	3.6661e+06	3.8741e+06	2.6683e+06	2.8843e+06
0	80	0	13789	7760	2958	2587	484	7939	12	0.113208	3.6661e+06	3.8741e+06	2.6683e+06	2.8843e+06
0	81	0	14001	7939	2974	2513	575	7974	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
0	82	0	14190	7974	3060	2574	582	8475	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	83	0	14580	8475	2955	2574	576	8211	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	84	0	14509	8211	3179	2519	600	8132	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
0	85	0	14599	8132	3213	2675	579	8716	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	86	0	15007	8716	2940	2743	608	8831	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	87	0	15215	8831	3184	2602	598	8293	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	88	0	14893	8293	3318	2718	564	8555	16	0.150943	3.6661e+06	3.8901e+06	2.6603e+06	2.8923e+06
0	89	0	14998	8555	3135	2780	528	8775	15	0.141509	3.6661e+06	3.8901e+06	2.6603e+06	2.8923e+06
0	90	0	15353	8775	3269	2700	609	8655	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	91	0	15382	8655	3325	2809	593	8993	15	0.141509	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	92	0	15701	8993	3278	2852	578	9132	16	0.150943	3.6661e+06	3.8901e+06	2.6603e+06	2.8923e+06
0	93	0	15926	9132	3352	2829	613	8983	16	0.150943	3.6661e+06	3.8901e+06	2.6603e+06	2.8923e+06
0	94	0	15961	8983	3495	2875	608	9274	15	0.141509	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	95	0	16179	9274	3351	2944	610	9371	15	0.141509	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	96	0	16347	9371	3373	2964	639	9452	16	0.150943	3.6661e+06	3.8901e+06	2.6603e+06	2.8923e+06
0	97	0	16561	9452	3544	2931	634	9348	17	0.160377	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
0	98	0	16560	9348	3575	3023	614	9619	15	0.141509	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
0	99	0	16907	9619	3592	3063	633	9674	17	0.160377	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
0	100	0	17114	9674	3626	3141	673	0	17	0.160377	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
1	0	0	40	0	0	20	20	213	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	1	0	233	213	0	2	18	109	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	2	0	202	109	87	1	5	27	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	3	0	144	27	60	57	0	257	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	4	0	331	257	17	48	9	227	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	5	0	366	227	110	25	4	118	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	6	0	291	118	94	74	5	318	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	7	0	465	318	56	80	11	402	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	8	0	631	402	147	62	20	381	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	9	0	668	381	162	109	16	543	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	10	0	868	543	154	142	29	715	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	11	0	1123	715	235	143	30	646	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	12	0	1180	646	302	198	34	936	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	13	0	1500	936	274	248	42	1099	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	14	0	1778	1099	391	236	52	1095	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	15	0	1941	1095	460	320	66	1393	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	16	0	2298	1393	459	382	64	1538	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	17	0	2606	1538	593	390	85	1551	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	18	0	2736	1551	628	468	89	1735	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	19	0	3016	1735	668	515	98	1899	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	20	0	3292	1899	730	558	105	2041	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	21	0	3576	2041	774	635	126	2247	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	22	0	3814	2247	793	636	138	2225	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	23	0	3953	2225	915	687	126	2368	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	24	0	4181	2368	902	780	131	2595	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	25	0	4466	2595	929	809	133	2580	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	26	0	4575	2580	1044	789	162	2828	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	27	0	4961	2828	1085	855	193	2990	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	28	0	5158	2990	1078	907	183	3192	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	29	0	5445	3192	1174	894	185	3253	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	30	0	5685	3253	1276	987	169	3510	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	31	0	6116	3510	1336	1094	176	3813	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	32	0	6577	3813	1405	1162	197	4112	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	33	0	7099	4112	1490	1246	251	4491	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	34	0	7633	4491	1624	1247	271	4386	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	35	0	7907	4386	1892	1369	260	4860	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	36	0	8509	4860	1786	1559	304	5319	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	37	0	9143	5319	1991	1527	306	5119	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	38	0	9255	5119	2161	1650	325	5369	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	39	0	9656	5369	2112	1834	341	5867	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	40	0	10192	5867	2104	1840	381	5737	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	41	0	10296	5737	2262	1901	396	6055	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
1	42	0	10549	6055	2166	1932	396	5968	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
1	43	0	10530	5968	2271	1860	431	5980	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
1	44	0	10635	5980	2276	1958	421	6226	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
1	45	0	10792	6226	2187	1976	403	6187	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	46	0	10836	6187	2324	1909	416	5977	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	47	0	10758	5977	2390	1977	414	6245	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	48	0	11034	6245	2290	2070	429	6407	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	49	0	11123	6407	2310	1981	425	6166	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	50	0	10993	6166	2386	2013	428	6427	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	51	0	11216	6427	2299	2068	422	6458	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	52	0	11274	6458	2314	2045	457	6496	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	53	0	11336	6496	2335	2039	466	6407	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	54	0	11314	6407	2425	2048	434	6323	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	55	0	11275	6323	2407	2081	464	6706	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	56	0	11566	6706	2328	2089	443	6444	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	57	0	11439	6444	2526	2030	439	6233	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	58	0	11194	6233	2390	2134	437	6745	6	0.0566038	3.6661e+06	3.8221e+06	2.7003e+06	2.8363e+06
1	59	0	11617	6745	2352	2064	456	6361	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	60	0	11347	6361	2514	2032	440	6499	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	61	0	11414	6499	2397	2059	459	6678	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	62	0	11620	6678	2452	2031	459	6515	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	63	0	11600	6515	2561	2107	417	6715	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	64	0	11793	6715	2422	2219	437	6782	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8523e+06
1	65	0	11917	6782	2496	2147	492	6960	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8523e+06
1	66	0	12148	6960	2535	2161	492	6861	7	0.0660377	3.6661e+06	3.8501e+06	2.7003e+06	2.8363e+06
1	67	0	12130	6861	2616	2196	457	6809	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8523e+06
1	68	0	12114	6809	2589	2266	450	7038	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8523e+06
1	69	0	12299	7038	2558	2250	453	7037	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	70	0	12402	7037	2659	2231	475	7016	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	71	0	12436	7016	2608	2310	502	7434	9	0.0849057	3.6661e+06	3.8501e+06	2.6683e+06	2.8523e+06
1	72	0	12801	7434	2602	2251	514	7058	9	0.0849057	3.6661e+06	3.8501e+06	2.6683e+06	2.8523e+06
1	73	0	12490	7058	2779	2162	491	7057	11	0.103774	3.6661e+06	3.8621e+06	2.6683e+06	2.8723e+06
1	74	0	12409	7057	2548	2331	473	7407	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	75	0	12825	7407	2668	2231	519	7035	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	76	0	12712	7035	2853	2306	518	7541	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	77	0	13172	7541	2704	2449	478	7596	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	78	0	13359	7596	2867	2383	513	7658	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	79	0	13502	7658	2829	2507	508	8022	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	80	0	13898	8022	2902	2471	503	7854	10	0.0943396	3.6661e+06	3.8621e+06	2.6683e+06	2.8523e+06
1	81	0	13911	7854	3015	2509	533	7998	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	82	0	14213	7998	2965	2705	545	8463	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	83	0	14590	8463	2983	2570	574	8241	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	84	0	14537	8241	3212	2555	529	8252	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	85	0	14670	8252	3207	2690	521	8502	11	0.103774	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	86	0	15014	8502	3138	2812	562	8772	13	0.122642	3.6661e+06	3.8901e+06	2.6603e+06	2.8523e+06
1	87	0	15321	8772	3211	2723	615	8596	12	0.113208	3.6661e+06	3.8901e+06	2.6683e+06	2.8523e+06
1	88	0	15321	8596	3326	2797	602	8739	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
1	89	0	15530	8739	3272	2939	580	9056	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
1	90	0	15772	9056	3227	2866	623	8795	13	0.122642	3.6661e+06	3.8901e+06	2.6683e+06	2.8843e+06
1	91	0	15556	8795	3348	2780	633	8820	14	0.132075	3.6661e+06	3.9021e+06	2.6683e+06	2.8843e+06
1	92	0	15601	8820	3301	2869	611	8911	14	0.132075	3.6661e+06	3.8941e+06	2.6683e+06	2.8843e+06
1	93	0	15859	8911	3436	2917	595	8947	14	0.132075	3.6661e+06	3.8901e+06	2.6603e+06	2.8843e+06
1	94	0	15796	8947	3242	2963	644	9403	16	0.150943	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
1	95	0	16175	9403	3271	2844	657	8930	17	0.160377	3.6661e+06	3.8941e+06	2.6603e+06	2.8923e+06
1	96	0	15809	8930	3407	2844	628	8892	16	0.150943	3.6661e+06	3.8941e+06	2.6603e+06	2.8923e+06
1	97	0	15939	8892	3490	2947	610	9198	16	0.150943	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
1	98	0	16186	9198	3392	2970	626	9405	18	0.169811	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
1	99	0	16462	9405	3477	2930	650	9463	18	0.169811	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
1	100	0	16693	9463	3607	2971	652	0	18	0.169811	3.6661e+06	3.9021e+06	2.6603e+06	2.8923e+06
2	0	0	40	0	0	20	20	201	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	1	0	221	201	0	6	14	104	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	2	0	193	104	84	0	5	29	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	3	0	131	29	47	55	0	227	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	4	0	288	227	12	43	6	212	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	5	0	328	212	88	19	9	128	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	6	0	296	128	100	66	2	296	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	7	0	450	296	62	78	14	395	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	8	0	599	395	129	62	13	326	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	9	0	590	326	159	95	10	423	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	10	0	711	423	143	128	17	549	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	11	0	878	549	180	129	20	615	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	12	0	1014	615	232	146	21	687	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	13	0	1184	687	281	182	34	816	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	14	0	1363	816	291	227	29	949	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	15	0	1609	949	366	245	49	1167	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	16	0	1921	1167	393	312	49	1251	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	17	0	2147	1251	485	339	72	1459	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
2	18	0	2430	1459	513	389	69	1492	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	19	0	2653	1492	653	435	73	1648	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	20	0	2878	1648	627	534	69	1912	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
2	21	0	3208	1912	675	520	101	1906	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
