Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NInd_stage4	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	40	0	0	20	20	219	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	1	0	229	219	0	3	7	52	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	2	0	144	52	90	0	2	16	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	3	0	92	16	24	52	0	234	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	4	0	276	234	6	28	8	191	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	5	0	300	191	94	9	6	74	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	6	0	229	74	92	59	4	289	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	7	0	409	289	37	70	13	367	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	8	0	553	367	128	36	22	282	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	9	0	544	282	154	92	16	420	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	10	0	706	420	132	132	22	661	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	11	0	979	661	179	112	27	604	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	12	0	1061	604	281	151	25	718	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	13	0	1233	718	262	218	35	993	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	14	0	1599	993	319	241	46	1081	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	15	0	1831	1081	421	281	48	1176	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	16	0	2046	1176	453	345	72	1480	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
0	17	0	2434	1480	502	377	75	1508	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
