Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NInd_stage3	NInd_stage4	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
0	20	0	2804	1664	627	429	84	1674	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
0	21	0	2939	1674	681	478	106	1862	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
0	22	0	3183	1862	673	563	85	2008	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
0	23	0	3497	2008	820	548	121	2048	3	0.0283019	3.6661e+06	3.7581e+06	2.7003e+06	2.8043e+06
0	24	0	3644	2048	843	635	118	2246	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	25	0	3896	2246	853	662	135	2325	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	26	0	4100	2325	893	721	161	2487	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	27	0	4289	2487	925	722	155	2571	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	28	0	4480	2571	1016	748	145	2693	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	29	0	4730	2693	1078	814	145	2764	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	30	0	4919	2764	1102	881	172	3089	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	31	0	5379	3089	1165	908	217	3413	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	32	0	5765	3413	1207	937	208	3450	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	33	0	5951	3450	1316	983	202	3649	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	34	0	6270	3649	1397	1013	211	3862	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	35	0	6681	3862	1477	1099	243	4028	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	36	0	7022	4028	1580	1181	233	4252	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	37	0	7398	4252	1572	1303	271	4784	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	38	0	8124	4784	1743	1329	268	4681	5	0.0471698	3.5661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	39	0	8314	4681	1974	1363	296	4868	5	0.0471698	3.5661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	40	0	8662	4868	1937	1579	278	5284	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	41	0	9179	5284	1955	1615	325	5483	5	0.0471698	3.5661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	42	0	9541	5483	2092	1611	355	5418	5	0.0471698	3.5661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	43	0	9653	5418	2175	1726	334	5663	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
0	44	0	9874	5663	2102	1721	388	5752	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	45	0	10060	5752	2192	1731	385	5733	6	0.0566038	3.5661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	46	0	10159	5733	2222	1809	395	5895	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	47	0	10382	5895	2248	1851	388	5945	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	48	0	10433	5945	2274	1813	401	5946	7	0.0660377	3.5661e+06	3.8221e+06	2.7003e+06	2.8363e+06
0	49	0	10477	5946	2261	1872	398	5979	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	50	0	10554	5979	2356	1836	383	5826	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	51	0	10489	5826	2321	1933	409	6153	7	0.0660377	3.5661e+06	3.8221e+06	2.7003e+06	2.8363e+06
0	52	0	10656	6153	2165	1943	395	6073	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	53	0	10554	6073	2316	1782	383	5568	5	0.0471698	3.6661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	54	0	10245	5568	2411	1878	388	6183	7	0.0660377	3.5661e+06	3.8221e+06	2.7003e+06	2.8363e+06
0	55	0	10628	6183	2096	1914	435	6277	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	56	0	10781	6277	2307	1764	433	5773	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	57	0	10462	5773	2418	1894	377	6044	6	0.0566038	3.5661e+06	3.8221e+06	2.7003e+06	2.8043e+06
0	58	0	10619	6044	2203	1973	399	6238	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	59	0	10792	6238	2301	1844	409	5983	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	60	0	10676	5983	2425	1882	386	6049	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	61	0	10698	6049	2290	1932	427	6262	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	62	0	10896	6262	2348	1871	415	6206	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	63	0	10811	6206	2302	1909	394	6022	7	0.0660377	3.5661e+06	3.8501e+06	2.7003e+06	2.8043e+06
0	64	0	10702	6022	2380	1883	417	6124	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	65	0	10815	6124	2335	1988	368	6188	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	66	0	10912	6188	2396	1914	414	6154	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	67	0	10910	6154	2365	1978	413	6465	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	68	0	11238	6465	2397	1959	417	6264	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	69	0	11203	6264	2530	1970	439	6437	9	0.0849057	3.5661e+06	3.8501e+06	2.7003e+06	2.8523e+06
0	70	0	11332	6437	2384	2072	439	6852	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	71	0	11741	6852	2446	2009	434	6554	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	72	0	11530	6554	2594	1982	400	6407	9	0.0849057	3.5661e+06	3.8501e+06	2.7003e+06	2.8523e+06
0	73	0	11572	6407	2626	2112	427	6941	9	0.0849057	3.5661e+06	3.8501e+06	2.7003e+06	2.8523e+06
0	74	0	12040	6941	2462	2181	456	7087	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	75	0	12230	7087	2662	2029	452	6638	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	76	0	11991	6638	2758	2144	451	7077	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	77	0	12297	7077	2541	2226	453	7343	8	0.0754717	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	78	0	12648	7343	2738	2113	454	6953	9	0.0849057	3.5661e+06	3.8501e+06	2.7003e+06	2.8363e+06
0	79	0	12441	6953	2827	2214	447	7290	9	0.0849057	3.5661e+06	3.8501e+06	2.6683e+06	2.8363e+06
0	80	0	12870	7290	2701	2392	487	7559	10	0.0943396	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	81	0	13020	7559	2761	2221	479	7242	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	82	0	12971	7242	2942	2300	487	7404	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	83	0	13062	7404	2783	2352	523	7526	10	0.0943396	3.5661e+06	3.8501e+06	2.6683e+06	2.8363e+06
0	84	0	13152	7526	2829	2255	542	7591	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	85	0	13174	7591	2843	2262	478	7455	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	86	0	13189	7455	2958	2322	454	7319	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	87	0	13185	7319	2984	2376	506	7802	13	0.122642	3.5661e+06	3.8901e+06	2.6683e+06	2.8723e+06
0	88	0	13753	7802	2903	2507	541	8111	12	0.113208	3.5661e+06	3.8621e+06	2.6683e+06	2.8723e+06
0	89	0	14096	8111	3031	2385	569	7938	12	0.113208	3.5661e+06	3.8621e+06	2.6683e+06	2.8723e+06
0	90	0	14024	7938	3087	2441	558	8006	12	0.113208	3.5661e+06	3.8901e+06	2.6683e+06	2.8363e+06
0	91	0	14184	8006	3040	2586	552	8506	14	0.132075	3.5661e+06	3.8901e+06	2.6683e+06	2.8723e+06
0	92	0	14581	8506	3007	2526	542	8294	14	0.132075	3.5661e+06	3.8901e+06	2.6683e+06	2.8723e+06
0	93	0	14563	8294	3275	2458	536	8101	11	0.103774	3.5661e+06	3.8621e+06	2.6683e+06	2.8363e+06
0	94	0	14433	8101	3213	2629	490	8314	14	0.132075	3.5661e+06	3.8941e+06	2.6683e+06	2.8523e+06
0	95	0	14597	8314	3109	2603	571	8682	13	0.122642	3.5661e+06	3.8901e+06	2.6683e+06	2.8523e+06
0	96	0	15081	8682	3206	2628	565	8709	14	0.132075	3.5661e+06	3.8941e+06	2.6683e+06	2.8523e+06
0	97	0	15203	8709	3331	2602	561	8515	14	0.132075	3.5661e+06	3.8941e+06	2.6683e+06	2.8523e+06
0	98	0	15083	8515	3284	2722	562	8740	13	0.122642	3.5661e+06	3.8901e+06	2.6683e+06	2.8523e+06
0	99	0	15338	8740	3315	2674	609	8805	14	0.132075	3.5661e+06	3.8941e+06	2.6683e+06	2.8523e+06
0	100	0	15304	8805	3230	2683	586	0	15	0.141509	3.5661e+06	3.9981e+06	2.6683e+06	2.8523e+06
1	0	0	40	0	0	20	20	221	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	1	0	238	221	0	10	7	91	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	2	0	191	91	96	2	2	15	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	3	0	110	15	29	65	1	288	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	4	0	334	288	7	30	9	177	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	5	0	309	177	117	13	2	73	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	6	0	218	73	70	71	4	353	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	7	0	467	353	34	66	14	338	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	8	0	521	338	124	41	18	252	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	9	0	493	252	144	88	9	385	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	10	0	617	385	107	102	23	505	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	11	0	776	505	165	87	19	469	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	12	0	849	469	245	124	11	571	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	13	0	991	571	213	185	22	820	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	14	0	1290	820	261	170	39	893	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	15	0	1498	893	347	213	45	997	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	16	0	1710	997	397	268	48	1194	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	17	0	1977	1194	405	323	55	1405	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	18	0	2326	1405	523	326	72	1443	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
1	19	0	2521	1443	589	412	77	1704	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	20	0	2862	1704	616	449	93	1685	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	21	0	2982	1685	682	519	96	1970	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	22	0	3330	1970	695	549	116	1941	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	23	0	3405	1941	793	561	110	1988	2	0.0188679	3.6661e+06	3.7541e+06	2.7003e+06	2.7843e+06
1	24	0	3540	1988	801	631	120	2295	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	25	0	3924	2295	794	711	124	2291	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	26	0	4074	2291	932	696	155	2420	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	27	0	4264	2420	942	764	138	2607	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	28	0	4552	2607	987	775	183	2637	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	29	0	4625	2637	1004	818	166	2892	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	30	0	4988	2892	1102	825	169	2893	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	31	0	5153	2893	1185	909	166	3253	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	32	0	5554	3253	1170	941	190	3236	3	0.0283019	3.6661e+06	3.7861e+06	2.7003e+06	2.7843e+06
1	33	0	5743	3236	1317	986	204	3555	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	34	0	6183	3555	1356	1059	213	3882	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	35	0	6669	3882	1455	1109	223	3951	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	36	0	6919	3951	1569	1182	217	4220	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	37	0	7364	4220	1634	1282	228	4357	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	38	0	7652	4357	1704	1322	269	4662	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	39	0	8108	4662	1727	1434	285	4931	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	40	0	8598	4931	1916	1445	306	4839	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	41	0	8669	4839	2017	1524	289	5270	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	42	0	9239	5270	2001	1656	312	5513	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	43	0	9630	5513	2105	1665	347	5463	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	44	0	9755	5463	2201	1726	365	5771	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	45	0	10106	5771	2117	1863	355	5930	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	46	0	10371	5930	2258	1790	393	5732	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	47	0	10339	5732	2331	1872	404	6000	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	48	0	10495	6000	2175	1905	415	6130	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	49	0	10616	6130	2242	1801	443	5927	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	50	0	10567	5927	2370	1862	408	5989	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	51	0	10569	5989	2246	1914	420	6193	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	52	0	10706	6193	2238	1878	397	5880	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	53	0	10487	5880	2402	1809	396	5860	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	54	0	10427	5860	2230	1923	414	6205	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	55	0	10661	6205	2180	1859	417	6005	4	0.0377358	3.6661e+06	3.7861e+06	2.7003e+06	2.8043e+06
1	56	0	10667	6005	2426	1843	393	5823	5	0.0471698	3.6661e+06	3.7901e+06	2.7003e+06	2.8363e+06
1	57	0	10534	5823	2340	1980	391	6244	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	58	0	10840	6244	2206	1954	436	6204	5	0.0471698	3.6661e+06	3.7901e+06	2.7003e+06	2.8363e+06
1	59	0	10920	6204	2374	1906	436	6003	5	0.0471698	3.6661e+06	3.7901e+06	2.7003e+06	2.8363e+06
1	60	0	10622	6003	2281	1955	383	6195	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
1	61	0	10819	6195	2294	1917	413	6151	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	62	0	10826	6151	2321	1911	443	6184	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	63	0	10929	6184	2400	1913	432	6132	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
1	64	0	10832	6132	2341	1967	392	6144	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	65	0	10791	6144	2305	1914	428	6214	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	66	0	10884	6214	2375	1867	428	6188	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	67	0	10909	6188	2401	1882	438	6097	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	68	0	10856	6097	2442	1921	396	5978	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	69	0	10677	5978	2348	1973	378	6286	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	70	0	10924	6286	2314	1914	410	6186	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	71	0	10904	6186	2383	1869	466	6216	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	72	0	10962	6216	2401	1931	414	6235	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	73	0	11040	6235	2422	1972	411	6116	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	74	0	10851	6116	2378	1970	387	6279	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	75	0	11028	6279	2409	1943	397	6107	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	76	0	10955	6107	2451	1965	432	6312	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	77	0	11181	6312	2403	2031	435	6496	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	78	0	11295	6496	2396	1987	416	6498	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	79	0	11479	6498	2576	1971	434	6370	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	80	0	11326	6370	2470	2086	400	6571	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	81	0	11484	6571	2408	2037	468	6725	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	82	0	11700	6725	2530	1998	447	6455	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	83	0	11575	6455	2576	2088	456	6712	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	84	0	11734	6712	2440	2138	444	6809	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	85	0	11841	6809	2536	2028	468	6569	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
1	86	0	11701	6569	2647	2028	457	6606	7	0.0660377	3.6661e+06	3.8221e+06	2.7003e+06	2.8523e+06
1	87	0	11740	6606	2546	2155	433	6802	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	88	0	11918	6802	2556	2106	454	6814	8	0.0754717	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	89	0	11945	6814	2588	2112	431	6536	8	0.0754717	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	90	0	11685	6536	2585	2123	441	6694	6	0.0566038	3.6661e+06	3.8101e+06	2.7003e+06	2.8523e+06
1	91	0	11792	6694	2477	2135	486	6985	7	0.0660377	3.6661e+06	3.8101e+06	2.7003e+06	2.8843e+06
1	92	0	12010	6985	2538	2030	457	6503	8	0.0754717	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	93	0	11801	6503	2729	2118	451	6773	7	0.0660377	3.6661e+06	3.8101e+06	2.7003e+06	2.8843e+06
1	94	0	11872	6773	2483	2164	452	6965	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8843e+06
1	95	0	12101	6965	2618	2070	448	6464	8	0.0754717	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	96	0	11655	6464	2626	2115	450	6990	8	0.0754717	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	97	0	12193	6990	2538	2190	475	7043	8	0.0754717	3.6661e+06	3.8501e+06	2.7003e+06	2.8843e+06
1	98	0	12244	7043	2597	2127	477	6856	9	0.0849057	3.6661e+06	3.8501e+06	2.7003e+06	2.8843e+06
1	99	0	12099	6856	2671	2107	465	6824	9	0.0849057	3.6661e+06	3.8221e+06	2.7003e+06	2.8843e+06
1	100	0	12150	6824	2656	2181	489	0	10	0.0943396	3.6661e+06	3.8501e+06	2.7003e+06	2.8843e+06
2	0	0	40	0	0	20	20	210	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	1	0	226	210	0	6	10	81	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	2	0	163	81	77	0	5	32	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	3	0	113	32	31	50	0	207	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	4	0	250	207	11	24	8	160	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	5	0	261	160	81	14	6	95	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	6	0	230	95	74	60	1	253	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	7	0	354	253	35	54	12	308	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	8	0	465	308	107	36	14	232	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	9	0	455	232	134	74	15	395	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	10	0	611	395	95	102	19	523	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	11	0	792	523	159	87	23	478	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	12	0	850	478	215	135	22	636	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	13	0	1040	636	197	181	26	808	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	14	0	1291	808	266	180	37	837	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	15	0	1454	837	378	209	30	866	2	0.0188679	3.6661e+06	3.7861e+06	2.7443e+06	2.7843e+06
2	16	0	1563	866	368	277	52	1274	2	0.0188679	3.6661e+06	3.7861e+06	2.7443e+06	2.7843e+06
2	17	0	1987	1274	368	296	49	1231	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	18	0	2142	1231	523	317	71	1333	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	19	0	2334	1333	521	400	80	1659	2	0.0188679	3.6661e+06	3.7861e+06	2.7443e+06	2.7843e+06
2	20	0	2749	1659	580	422	88	1729	1	0.00943396	3.6661e+06	3.7541e+06	2.7443e+06	2.7843e+06
2	21	0	2953	1729	695	432	97	1642	3	0.0283019	3.6661e+06	3.7581e+06	2.7003e+06	2.8043e+06
